segment_id,avg_signal,min_signal,provider_best_signal,provider_redundancy_score,dead_zone_flag,risk_score,handover_risk,safe_flag,estimated_bandwidth_mbps
S25732,62.73,61.96,64.05,110.68,0,0.175,0.05,1,59.13
S25733,62.61,61.94,63.71,110.34,0,0.176,0.05,1,58.85
S25734,63.2,62.02,65.38,112.04,0,0.173,0.05,1,60.23
S25735,63.92,62.49,66.61,113.61,0,0.17,0.05,1,61.52
S25736,63.8,62.47,66.25,113.25,0,0.17,0.05,1,61.23
S25737,63.8,62.47,66.25,113.25,0,0.17,0.05,1,61.23
S25738,63.66,62.46,65.87,112.86,0,0.171,0.05,1,60.9
S25739,63.31,62.2,65.34,112.14,0,0.173,0.05,1,60.31
S25740,63.39,62.21,65.56,112.37,0,0.172,0.05,1,60.5
S25741,63.8,62.47,66.25,113.25,0,0.17,0.05,1,61.23
S25742,63.66,62.46,65.87,112.86,0,0.171,0.05,1,60.9
S25743,63.66,62.46,65.87,112.86,0,0.171,0.05,1,60.9
S25744,63.3,62.03,65.63,112.3,0,0.173,0.05,1,60.45
S25745,63.2,62.02,65.38,112.04,0,0.173,0.05,1,60.23
S25746,63.48,62.21,65.82,112.62,0,0.172,0.05,1,60.71
S25747,63.2,62.02,65.38,112.04,0,0.173,0.05,1,60.23
S25748,63.12,62.01,65.14,111.8,0,0.173,0.05,1,60.04
S25749,63.39,62.21,65.56,112.37,0,0.172,0.05,1,60.5
S25750,63.39,62.21,65.56,112.37,0,0.172,0.05,1,60.5
S25751,63.44,62.21,65.69,112.5,0,0.172,0.05,1,60.61
S25752,63.2,62.02,65.38,112.04,0,0.173,0.05,1,60.23
S25753,63.12,62.01,65.14,111.8,0,0.173,0.05,1,60.04
S25754,63.39,62.21,65.56,112.37,0,0.172,0.05,1,60.5
S25755,63.12,62.01,65.14,111.8,0,0.173,0.05,1,60.04
S25756,62.4,62.12,62.69,109.49,0,0.177,0.05,1,58.15
S25757,62.26,61.93,62.57,109.29,0,0.177,0.05,1,57.96
S25758,62.37,62.24,62.58,109.31,0,0.177,0.05,1,58.07
S25759,62.08,61.2,62.67,109.45,0,0.178,0.05,1,57.85
S25760,61.96,61.04,62.57,109.27,0,0.179,0.05,1,57.69
S25761,62.1,61.46,62.57,109.29,0,0.178,0.05,1,57.82
S25762,62.1,61.46,62.57,109.29,0,0.178,0.05,1,57.82
S25763,61.87,61.36,62.27,108.77,0,0.179,0.05,1,57.46
S25764,62.12,61.57,62.53,109.22,0,0.178,0.05,1,57.82
S25765,61.76,61.05,62.26,108.73,0,0.18,0.05,1,57.35
S25766,61.49,61.13,61.81,107.97,0,0.181,0.05,1,56.89
S25767,61.32,60.67,61.78,107.91,0,0.182,0.05,1,56.72
S25768,61.32,60.67,61.78,107.91,0,0.182,0.05,1,56.72
S25769,61.19,60.7,61.58,107.56,0,0.182,0.05,1,56.5
S25770,61.01,60.23,61.54,107.49,0,0.183,0.05,1,56.32
S25771,61.16,60.45,61.66,107.69,0,0.182,0.05,1,56.51
S25772,61.01,60.23,61.54,107.49,0,0.183,0.05,1,56.32
S25773,61.19,60.7,61.58,107.56,0,0.182,0.05,1,56.5
S25774,61.19,60.7,61.58,107.56,0,0.182,0.05,1,56.5
S25775,61.49,61.13,61.81,107.97,0,0.181,0.05,1,56.89
S25776,60.65,58.91,61.68,107.71,0,0.185,0.05,1,56.06
S25777,60.82,59.43,61.67,107.69,0,0.184,0.05,1,56.21
S25778,60.98,59.77,61.73,107.81,0,0.183,0.05,1,56.38
S25779,61.06,60.06,61.7,107.77,0,0.183,0.05,1,56.44
S25780,60.92,59.69,61.68,107.73,0,0.183,0.05,1,56.31
S25781,60.92,59.69,61.68,107.73,0,0.183,0.05,1,56.31
S25782,61.26,60.59,61.74,107.83,0,0.182,0.05,1,56.64
S25783,61.32,60.67,61.78,107.91,0,0.182,0.05,1,56.72
S25784,61.26,60.59,61.74,107.83,0,0.182,0.05,1,56.64
S25785,62.8,62.34,63.47,110.41,0,0.175,0.05,1,58.91
S25786,62.6,62.11,63.34,110.1,0,0.176,0.05,1,58.66
S25787,62.47,62.09,63.0,109.75,0,0.176,0.05,1,58.37
S25788,62.92,62.35,63.82,110.77,0,0.174,0.05,1,59.19
S25789,62.8,62.34,63.47,110.41,0,0.175,0.05,1,58.91
S25790,62.8,62.34,63.47,110.41,0,0.175,0.05,1,58.91
S25791,60.17,58.71,61.05,106.62,0,0.187,0.05,1,55.32
S25792,60.3,58.71,61.24,106.95,0,0.186,0.05,1,55.53
S25793,58.59,54.84,60.64,105.86,0,0.194,0.05,1,53.71
S25794,58.57,54.78,60.64,105.86,0,0.194,0.05,1,53.69
S25795,59.74,57.5,61.02,106.55,0,0.189,0.05,1,54.92
S25796,60.28,58.47,61.33,107.1,0,0.186,0.05,1,55.56
S25797,60.19,58.44,61.22,106.9,0,0.187,0.05,1,55.42
S25798,59.77,57.41,61.12,106.71,0,0.189,0.05,1,54.99
S25799,59.71,57.41,61.02,106.55,0,0.189,0.05,1,54.89
S25800,59.34,56.4,60.97,106.45,0,0.19,0.05,1,54.53
S25801,59.74,57.32,61.12,106.71,0,0.189,0.05,1,54.97
S25802,58.78,55.34,60.67,105.91,0,0.193,0.05,1,53.89
S25803,59.06,56.11,60.71,105.99,0,0.192,0.05,1,54.16
S25804,59.12,55.94,60.88,106.29,0,0.191,0.05,1,54.29
S25805,59.34,56.4,60.97,106.45,0,0.19,0.05,1,54.53
S25806,59.18,56.11,60.88,106.29,0,0.191,0.05,1,54.35
S25807,59.12,55.94,60.88,106.29,0,0.191,0.05,1,54.29
S25808,59.18,56.11,60.88,106.29,0,0.191,0.05,1,54.35
S25809,59.06,56.11,60.71,105.99,0,0.192,0.05,1,54.16
S25810,59.16,56.36,60.72,106.01,0,0.191,0.05,1,54.25
S25823,62.27,59.45,63.87,111.49,0,0.177,0.05,1,58.62
S25824,62.08,59.03,63.79,111.37,0,0.178,0.05,1,58.4
S25826,61.43,58.69,62.98,109.96,0,0.181,0.05,1,57.41
S25827,61.71,59.42,63.02,110.02,0,0.18,0.05,1,57.68
S25828,61.73,58.87,63.34,110.58,0,0.18,0.05,1,57.86
S25831,61.43,58.68,62.97,109.94,0,0.181,0.05,1,57.4
S25865,62.12,59.93,63.38,110.66,0,0.178,0.05,1,58.24
S25866,61.73,58.87,63.34,110.58,0,0.18,0.05,1,57.86
S25867,61.79,58.89,63.41,110.71,0,0.179,0.05,1,57.95
S25901,64.02,63.13,64.64,112.87,0,0.169,0.05,1,60.62
S25902,63.95,63.02,64.6,112.78,0,0.17,0.05,1,60.54
S25903,63.95,63.02,64.6,112.78,0,0.17,0.05,1,60.54
S25904,63.46,61.99,64.37,112.39,0,0.172,0.05,1,59.97
S25905,63.54,62.12,64.43,112.49,0,0.172,0.05,1,60.07
S25906,63.92,63.01,64.55,112.7,0,0.17,0.05,1,60.48
S25907,63.46,61.99,64.37,112.39,0,0.172,0.05,1,59.97
S25918,62.93,61.09,64.0,111.77,0,0.174,0.05,1,59.29
S25919,62.88,61.09,63.94,111.65,0,0.175,0.05,1,59.21
S25920,62.91,61.19,63.94,111.65,0,0.174,0.05,1,59.24
S25921,62.09,59.13,63.74,111.28,0,0.178,0.05,1,58.39
S25922,62.08,59.03,63.79,111.37,0,0.178,0.05,1,58.4
S25923,61.98,58.87,63.72,111.23,0,0.179,0.05,1,58.28
S25924,62.63,60.2,64.03,111.78,0,0.176,0.05,1,59.03
S25927,62.58,60.12,63.99,111.7,0,0.176,0.05,1,58.96
S25942,60.46,59.93,60.88,109.2,0,0.197,0.05,1,55.5
S25968,61.53,60.93,62.39,111.28,0,0.193,0.05,1,57.21
S25970,61.6,60.95,62.55,111.46,0,0.192,0.05,1,57.35
S25979,60.71,60.58,60.93,109.29,0,0.196,0.05,1,55.75
S26013,62.3,59.66,63.79,111.38,0,0.177,0.05,1,58.61
S26014,62.49,60.12,63.84,111.47,0,0.176,0.05,1,58.8
S26015,62.35,59.66,63.87,111.51,0,0.177,0.05,1,58.69
S26016,62.33,59.75,63.79,111.38,0,0.177,0.05,1,58.63
S26017,62.74,60.33,64.12,111.94,0,0.175,0.05,1,59.17
S26018,62.69,60.27,64.07,111.86,0,0.175,0.05,1,59.1
S26019,63.46,61.99,64.37,112.39,0,0.172,0.05,1,59.97
S26020,62.69,60.27,64.07,111.86,0,0.175,0.05,1,59.1
S26045,61.15,60.81,61.5,110.28,0,0.194,0.05,1,56.43
S26046,60.99,60.75,61.13,109.87,0,0.195,0.05,1,56.1
S26047,63.95,63.02,64.6,112.78,0,0.17,0.05,1,60.54
S26049,63.92,63.01,64.55,112.7,0,0.17,0.05,1,60.48
S26050,62.7,60.65,63.89,111.56,0,0.175,0.05,1,59.02
S26051,62.72,60.7,63.89,111.57,0,0.175,0.05,1,59.04
S26052,62.7,60.65,63.89,111.56,0,0.175,0.05,1,59.02
S26053,62.74,60.65,63.95,111.66,0,0.175,0.05,1,59.09
S26054,62.7,60.65,63.89,111.56,0,0.175,0.05,1,59.02
S26055,62.49,60.12,63.84,111.47,0,0.176,0.05,1,58.8
S26056,62.7,60.65,63.89,111.56,0,0.175,0.05,1,59.02
S26057,62.53,60.12,63.91,111.59,0,0.176,0.05,1,58.88
S26058,62.53,60.24,63.84,111.47,0,0.176,0.05,1,58.84
S26059,62.23,59.77,63.63,111.1,0,0.177,0.05,1,58.46
S26060,62.09,59.13,63.74,111.28,0,0.178,0.05,1,58.39
S26061,62.17,59.34,63.76,111.32,0,0.178,0.05,1,58.47
S26062,62.31,59.49,63.89,111.55,0,0.177,0.05,1,58.66
S26063,62.29,59.75,63.74,111.28,0,0.177,0.05,1,58.57
S26064,62.31,59.49,63.89,111.55,0,0.177,0.05,1,58.66
S26065,62.36,59.55,63.94,111.64,0,0.177,0.05,1,58.73
S26066,62.31,59.49,63.89,111.55,0,0.177,0.05,1,58.66
S26067,62.58,60.12,63.99,111.7,0,0.176,0.05,1,58.96
S26068,62.27,59.45,63.87,111.49,0,0.177,0.05,1,58.62
S26069,62.31,59.49,63.89,111.55,0,0.177,0.05,1,58.66
S26070,62.69,60.27,64.07,111.86,0,0.175,0.05,1,59.1
S26071,62.38,59.59,63.94,111.64,0,0.177,0.05,1,58.75
S26072,62.59,60.12,63.99,111.72,0,0.176,0.05,1,58.97
S26073,62.36,59.55,63.94,111.64,0,0.177,0.05,1,58.73
S26074,62.59,60.12,63.99,111.72,0,0.176,0.05,1,58.97
S26075,62.59,60.12,63.99,111.72,0,0.176,0.05,1,58.97
S26076,62.91,60.95,64.06,111.86,0,0.174,0.05,1,59.3
S26077,62.59,60.12,63.99,111.72,0,0.176,0.05,1,58.97
S26078,62.53,60.12,63.91,111.59,0,0.176,0.05,1,58.88
S26079,62.53,60.1,63.91,111.59,0,0.176,0.05,1,58.88
S26080,62.7,60.53,63.95,111.66,0,0.175,0.05,1,59.05
S26081,62.38,59.59,63.94,111.64,0,0.177,0.05,1,58.75
S26082,62.35,59.66,63.87,111.51,0,0.177,0.05,1,58.69
S26083,62.53,60.1,63.91,111.59,0,0.176,0.05,1,58.88
S26084,62.33,59.75,63.79,111.38,0,0.177,0.05,1,58.63
S26085,62.23,59.77,63.63,111.1,0,0.177,0.05,1,58.46
S26086,62.29,59.75,63.74,111.28,0,0.177,0.05,1,58.57
S26087,62.53,60.24,63.84,111.47,0,0.176,0.05,1,58.84
S26096,67.03,65.77,69.23,118.79,0,0.156,0.05,1,65.81
S26097,67.04,66.48,67.95,117.98,0,0.156,0.05,1,65.16
S26098,67.03,66.45,67.95,117.96,0,0.156,0.05,1,65.15
S26099,67.14,66.45,68.29,118.31,0,0.155,0.05,1,65.43
S26100,67.6,66.76,69.04,119.28,0,0.153,0.05,1,66.26
S26108,69.19,65.02,71.54,124.8,0,0.146,0.05,1,69.11
S26109,70.03,65.78,72.53,126.35,0,0.142,0.05,1,70.45
S26110,69.61,66.28,71.54,124.8,0,0.144,0.05,1,69.52
S26111,68.94,65.1,71.19,124.09,0,0.147,0.05,1,68.68
S26112,68.92,65.08,71.09,124.04,0,0.147,0.05,1,68.61
S26113,69.13,65.75,71.09,123.99,0,0.146,0.05,1,68.81
S26129,68.92,65.08,71.09,124.04,0,0.147,0.05,1,68.61
S26356,70.66,68.44,74.78,126.36,0,0.14,0.05,1,72.27
S26358,70.6,68.31,74.78,126.31,0,0.14,0.05,1,72.21
S26359,70.46,68.44,74.1,125.73,0,0.14,0.05,1,71.71
S26360,70.45,68.37,74.2,125.78,0,0.14,0.05,1,71.75
S26361,70.51,68.53,74.1,125.77,0,0.14,0.05,1,71.76
S26362,70.13,68.76,72.48,124.34,0,0.142,0.05,1,70.52
S26363,70.12,68.76,72.48,124.32,0,0.142,0.05,1,70.51
S26364,70.2,68.69,72.83,124.63,0,0.142,0.05,1,70.78
S26365,70.42,68.69,73.5,125.31,0,0.141,0.05,1,71.35
S26366,70.13,68.76,72.48,124.34,0,0.142,0.05,1,70.52
S26367,70.05,68.83,72.13,124.02,0,0.142,0.05,1,70.26
S26368,70.08,68.76,72.32,124.18,0,0.142,0.05,1,70.39
S26372,70.05,68.83,72.13,124.02,0,0.142,0.05,1,70.26
S26373,70.03,69.01,71.7,123.73,0,0.142,0.05,1,70.01
S26374,70.0,68.83,71.99,123.88,0,0.142,0.05,1,70.14
S26375,70.0,68.83,71.99,123.88,0,0.142,0.05,1,70.14
S26376,69.97,68.79,71.99,123.85,0,0.143,0.05,1,70.11
S26377,70.12,68.76,72.48,124.32,0,0.142,0.05,1,70.51
S26378,69.78,69.07,70.83,122.92,0,0.143,0.05,1,69.31
S26379,69.74,69.16,70.52,122.68,0,0.144,0.05,1,69.11
S26380,69.87,69.07,71.09,123.17,0,0.143,0.05,1,69.53
S26381,69.73,69.15,70.52,122.65,0,0.144,0.05,1,69.1
S26382,70.08,68.76,72.32,124.18,0,0.142,0.05,1,70.39
S26383,70.12,68.73,72.51,124.35,0,0.142,0.05,1,70.53
S26384,70.1,68.78,72.32,124.21,0,0.142,0.05,1,70.41
S26385,69.87,69.05,71.09,123.18,0,0.143,0.05,1,69.53
S26386,69.93,68.97,71.43,123.46,0,0.143,0.05,1,69.77
S26388,69.87,69.07,71.09,123.17,0,0.143,0.05,1,69.53
S26389,69.32,68.49,69.95,122.09,0,0.146,0.05,1,68.4
S26390,69.27,68.14,69.99,122.24,0,0.146,0.05,1,68.37
S26401,69.52,69.33,69.75,121.87,0,0.145,0.05,1,68.49
S26402,69.59,69.27,69.8,122.07,0,0.144,0.05,1,68.58
S26403,69.54,69.38,69.76,121.87,0,0.145,0.05,1,68.51
S26405,69.31,68.27,69.99,122.24,0,0.146,0.05,1,68.41
S26406,69.27,68.14,69.99,122.24,0,0.146,0.05,1,68.37
S26407,69.27,67.91,70.06,122.45,0,0.146,0.05,1,68.41
S26408,69.3,67.91,70.01,122.5,0,0.146,0.05,1,68.41
S26409,69.71,69.32,70.1,122.38,0,0.144,0.05,1,68.86
S26410,69.48,69.31,69.76,121.8,0,0.145,0.05,1,68.45
S26411,69.57,69.32,69.7,121.97,0,0.144,0.05,1,68.51
S26412,69.59,69.27,69.8,122.07,0,0.144,0.05,1,68.58
S26413,69.83,69.21,70.66,122.88,0,0.143,0.05,1,69.27
S26414,69.58,69.21,69.9,122.12,0,0.144,0.05,1,68.62
S26415,69.56,69.24,69.8,122.04,0,0.144,0.05,1,68.55
S26416,69.93,68.97,71.43,123.46,0,0.143,0.05,1,69.77
S26417,70.08,68.9,72.04,124.02,0,0.142,0.05,1,70.24
S26418,69.93,68.9,71.58,123.56,0,0.143,0.05,1,69.85
S26419,69.94,69.01,71.43,123.47,0,0.143,0.05,1,69.78
S26423,70.08,68.9,72.04,124.02,0,0.142,0.05,1,70.24
S26424,70.1,68.78,72.32,124.21,0,0.142,0.05,1,70.41
S26425,70.05,68.78,72.19,124.08,0,0.142,0.05,1,70.29
S26430,70.05,68.78,72.19,124.08,0,0.142,0.05,1,70.29
S26431,70.11,68.87,72.19,124.15,0,0.142,0.05,1,70.35
S26433,69.93,68.9,71.58,123.56,0,0.143,0.05,1,69.85
S26434,70.11,68.87,72.19,124.15,0,0.142,0.05,1,70.35
S26435,69.83,69.21,70.66,122.88,0,0.143,0.05,1,69.27
S26436,69.87,69.05,71.09,123.18,0,0.143,0.05,1,69.53
S26437,69.76,69.05,70.78,122.87,0,0.144,0.05,1,69.26
S26438,69.74,69.08,70.66,122.77,0,0.144,0.05,1,69.18
S26452,69.76,69.05,70.78,122.87,0,0.144,0.05,1,69.26
S26455,69.58,69.21,69.9,122.12,0,0.144,0.05,1,68.62
S26457,69.74,69.16,70.52,122.68,0,0.144,0.05,1,69.11
S26458,69.71,69.32,70.1,122.38,0,0.144,0.05,1,68.86
S26459,69.75,69.16,70.54,122.7,0,0.144,0.05,1,69.13
S26460,69.74,69.08,70.66,122.77,0,0.144,0.05,1,69.18
S26461,69.75,69.16,70.54,122.7,0,0.144,0.05,1,69.13
S26462,69.81,69.24,70.54,122.78,0,0.143,0.05,1,69.19
S26463,69.56,69.24,69.8,122.04,0,0.144,0.05,1,68.55
S26464,69.57,69.32,69.7,121.97,0,0.144,0.05,1,68.51
S26465,69.81,69.24,70.54,122.78,0,0.143,0.05,1,69.19
S26505,69.32,68.49,69.95,122.09,0,0.146,0.05,1,68.4
S26506,69.49,69.14,69.88,121.97,0,0.145,0.05,1,68.53
S26508,69.29,68.49,69.89,122.0,0,0.146,0.05,1,68.34
S26515,69.49,69.14,69.88,121.97,0,0.145,0.05,1,68.53
S26516,69.52,69.33,69.75,121.87,0,0.145,0.05,1,68.49
S26518,69.43,69.14,69.77,121.8,0,0.145,0.05,1,68.41
S26525,69.54,69.38,69.76,121.87,0,0.145,0.05,1,68.51
S26526,69.48,69.31,69.76,121.8,0,0.145,0.05,1,68.45
S26527,69.42,69.01,69.82,121.9,0,0.145,0.05,1,68.43
S26528,69.42,69.01,69.82,121.9,0,0.145,0.05,1,68.43
S26529,69.38,68.71,69.91,122.06,0,0.145,0.05,1,68.43
S26530,69.44,69.05,69.82,121.9,0,0.145,0.05,1,68.45
S26531,69.38,68.71,69.91,122.06,0,0.145,0.05,1,68.43
S26532,69.31,68.27,69.99,122.24,0,0.146,0.05,1,68.41
S26533,69.29,68.44,69.91,122.06,0,0.146,0.05,1,68.35
S26534,70.17,68.82,72.54,124.42,0,0.142,0.05,1,70.59
S26535,70.13,68.56,72.93,124.61,0,0.142,0.05,1,70.76
S26536,70.51,68.53,74.1,125.77,0,0.14,0.05,1,71.76
S26537,70.14,68.59,72.89,124.59,0,0.142,0.05,1,70.75
S26538,70.61,68.53,74.41,126.07,0,0.14,0.05,1,72.02
S26539,69.93,68.82,71.79,123.67,0,0.143,0.05,1,69.96
S26540,69.97,68.79,71.99,123.85,0,0.143,0.05,1,70.11
S26541,70.03,68.79,72.14,124.0,0,0.142,0.05,1,70.25
S26542,70.03,68.97,71.79,123.79,0,0.142,0.05,1,70.06
S26543,70.1,68.65,72.64,124.4,0,0.142,0.05,1,70.58
S26544,70.14,68.59,72.89,124.59,0,0.142,0.05,1,70.75
S26545,70.31,68.59,73.4,125.11,0,0.141,0.05,1,71.19
S26546,70.38,68.49,73.75,125.41,0,0.141,0.05,1,71.45
S26547,70.46,68.44,74.1,125.73,0,0.14,0.05,1,71.71
S26548,70.37,68.5,73.75,125.4,0,0.141,0.05,1,71.44
S26549,70.03,68.79,72.14,124.0,0,0.142,0.05,1,70.25
S26550,70.06,68.71,72.41,124.21,0,0.142,0.05,1,70.42
S26551,70.32,68.71,73.19,124.99,0,0.141,0.05,1,71.09
S26552,70.37,68.5,73.75,125.4,0,0.141,0.05,1,71.44
S26553,70.31,68.59,73.4,125.11,0,0.141,0.05,1,71.19
S26554,70.29,68.54,73.4,125.09,0,0.141,0.05,1,71.17
S26728,70.01,68.45,72.8,124.39,0,0.142,0.05,1,70.58
S26729,69.48,68.2,71.75,123.11,0,0.145,0.05,1,69.5
S26730,69.57,68.38,71.68,123.18,0,0.144,0.05,1,69.55
S26731,69.52,67.93,70.76,123.17,0,0.145,0.05,1,69.02
S26732,69.64,68.87,70.31,122.61,0,0.144,0.05,1,68.9
S26733,69.41,68.17,70.31,122.61,0,0.145,0.05,1,68.67
S26734,69.76,67.93,70.93,123.74,0,0.144,0.05,1,69.34
S26735,69.45,66.9,70.93,123.81,0,0.145,0.05,1,69.04
S26736,69.43,66.89,71.0,123.81,0,0.145,0.05,1,69.06
S26737,69.84,66.89,71.57,124.87,0,0.143,0.05,1,69.76
S26738,69.76,67.93,70.93,123.74,0,0.144,0.05,1,69.34
S26739,70.94,67.79,72.81,126.98,0,0.138,0.05,1,71.5
S26740,70.63,67.32,72.51,126.55,0,0.14,0.05,1,71.03
S26741,70.63,67.32,72.51,126.55,0,0.14,0.05,1,71.03
S26742,71.48,68.63,73.34,127.69,0,0.136,0.05,1,72.32
S26743,71.48,68.63,73.34,127.69,0,0.136,0.05,1,72.32
S26744,69.36,68.87,70.03,121.91,0,0.145,0.05,1,68.48
S26745,69.3,68.93,69.62,121.63,0,0.146,0.05,1,68.2
S26746,69.26,68.87,69.72,121.6,0,0.146,0.05,1,68.22
S26747,69.71,68.83,71.16,123.02,0,0.144,0.05,1,69.41
S26748,69.47,68.85,70.43,122.28,0,0.145,0.05,1,68.8
S26749,69.61,69.05,70.43,122.44,0,0.144,0.05,1,68.93
S26750,69.66,68.82,71.05,122.89,0,0.144,0.05,1,69.31
S26751,69.84,68.63,70.55,123.3,0,0.143,0.05,1,69.22
S26752,69.53,69.19,69.88,122.03,0,0.145,0.05,1,68.56
S26753,69.36,68.63,69.91,122.07,0,0.145,0.05,1,68.42
S26754,69.84,68.63,70.55,123.3,0,0.143,0.05,1,69.22
S26755,69.77,68.32,70.68,123.42,0,0.144,0.05,1,69.22
S26756,69.77,68.32,70.68,123.42,0,0.144,0.05,1,69.22
S26757,69.4,68.48,70.08,122.31,0,0.145,0.05,1,68.54
S26758,69.36,68.32,70.1,122.34,0,0.145,0.05,1,68.51
S26759,69.58,67.34,70.9,123.77,0,0.144,0.05,1,69.15
S26760,69.45,66.9,70.93,123.81,0,0.145,0.05,1,69.04
S26761,69.85,66.9,71.57,124.87,0,0.143,0.05,1,69.77
S26762,69.2,66.53,71.0,123.56,0,0.146,0.05,1,68.83
S26763,69.28,66.95,70.96,123.41,0,0.146,0.05,1,68.89
S26764,69.25,66.55,71.28,123.73,0,0.146,0.05,1,69.03
S26765,69.58,67.34,70.9,123.77,0,0.144,0.05,1,69.15
S26766,69.52,67.34,70.81,123.61,0,0.145,0.05,1,69.04
S26767,69.35,67.76,70.23,122.77,0,0.145,0.05,1,68.57
S26768,69.95,66.66,71.91,125.36,0,0.143,0.05,1,70.05
S26769,69.88,66.48,71.83,125.33,0,0.143,0.05,1,69.93
S26770,69.78,66.36,71.74,125.17,0,0.143,0.05,1,69.79
S26771,70.54,67.86,72.47,125.93,0,0.14,0.05,1,70.92
S26772,70.52,67.86,72.47,125.9,0,0.14,0.05,1,70.9
S26773,70.37,67.5,72.32,125.79,0,0.141,0.05,1,70.68
S26774,70.22,67.2,72.18,125.65,0,0.141,0.05,1,70.45
S26775,70.22,67.2,72.18,125.65,0,0.141,0.05,1,70.45
S26776,69.5,66.53,71.44,124.33,0,0.145,0.05,1,69.36
S26777,69.43,66.89,71.0,123.81,0,0.145,0.05,1,69.06
S26778,69.2,66.53,71.0,123.56,0,0.146,0.05,1,68.83
S26779,69.95,66.66,71.91,125.36,0,0.143,0.05,1,70.05
S26780,70.94,67.79,72.81,126.98,0,0.138,0.05,1,71.5
S26781,70.12,67.0,72.08,125.55,0,0.142,0.05,1,70.3
S26782,71.48,68.63,73.34,127.69,0,0.136,0.05,1,72.32
S26783,70.94,67.79,72.81,126.98,0,0.138,0.05,1,71.5
S26784,70.94,67.79,72.81,126.98,0,0.138,0.05,1,71.5
S26785,69.94,67.32,71.94,124.86,0,0.143,0.05,1,70.05
S26786,69.94,67.32,71.94,124.85,0,0.143,0.05,1,70.05
S26787,69.5,66.53,71.44,124.33,0,0.145,0.05,1,69.36
S26788,70.22,67.2,72.18,125.65,0,0.141,0.05,1,70.45
S26789,69.94,67.32,71.94,124.86,0,0.143,0.05,1,70.05
S26790,68.93,68.53,69.5,121.07,0,0.147,0.05,1,67.78
S26791,69.1,68.69,69.5,121.33,0,0.147,0.05,1,67.95
S26792,69.17,68.5,70.28,121.83,0,0.146,0.05,1,68.42
S26793,69.1,68.13,70.05,121.89,0,0.147,0.05,1,68.24
S26794,69.02,68.33,69.8,121.5,0,0.147,0.05,1,68.03
S26795,69.02,68.13,70.0,121.71,0,0.147,0.05,1,68.13
S26796,68.76,66.79,70.53,122.26,0,0.148,0.05,1,68.16
S26797,68.43,65.78,70.53,122.26,0,0.15,0.05,1,67.84
S26798,69.47,68.85,70.43,122.28,0,0.145,0.05,1,68.8
S26799,69.36,68.87,70.03,121.91,0,0.145,0.05,1,68.48
S26800,69.93,69.65,70.1,122.63,0,0.143,0.05,1,69.07
S26801,69.93,69.65,70.1,122.63,0,0.143,0.05,1,69.07
S26802,69.36,68.32,70.1,122.34,0,0.145,0.05,1,68.51
S26803,69.38,68.28,70.17,122.43,0,0.145,0.05,1,68.57
S26804,69.53,68.55,71.2,122.82,0,0.145,0.05,1,69.26
S26805,69.41,68.64,70.69,122.38,0,0.145,0.05,1,68.87
S26806,69.38,68.55,70.76,122.38,0,0.145,0.05,1,68.88
S26807,70.03,68.48,72.8,124.41,0,0.142,0.05,1,70.59
S26808,69.96,68.5,72.56,124.18,0,0.143,0.05,1,70.4
S26809,70.01,68.57,72.56,124.24,0,0.142,0.05,1,70.45
S26810,69.71,68.83,71.16,123.02,0,0.144,0.05,1,69.41
S26811,70.06,68.82,72.21,124.08,0,0.142,0.05,1,70.31
S26812,69.77,68.84,71.28,123.17,0,0.144,0.05,1,69.54
S26813,68.92,68.67,69.15,120.85,0,0.147,0.05,1,67.59
S26814,68.99,68.58,69.58,121.18,0,0.147,0.05,1,67.88
S26815,68.8,68.58,69.15,120.65,0,0.148,0.05,1,67.47
S26816,68.76,67.26,70.09,121.78,0,0.148,0.05,1,67.93
S26817,69.02,68.13,70.0,121.71,0,0.147,0.05,1,68.13
S26818,68.96,67.94,70.0,121.7,0,0.147,0.05,1,68.07
S26819,68.99,68.58,69.58,121.18,0,0.147,0.05,1,67.88
S26820,68.96,67.94,70.0,121.7,0,0.147,0.05,1,68.07
S26821,68.95,68.45,69.58,121.19,0,0.147,0.05,1,67.84
S26822,68.97,68.45,69.6,121.24,0,0.147,0.05,1,67.87
S26823,69.05,68.82,69.48,121.12,0,0.147,0.05,1,67.89
S26824,68.95,68.45,69.58,121.19,0,0.147,0.05,1,67.84
S26825,66.19,63.78,70.91,118.83,0,0.16,0.05,1,65.87
S26826,66.41,64.09,70.94,119.1,0,0.159,0.05,1,66.1
S26827,66.57,63.89,71.82,119.82,0,0.158,0.05,1,66.71
S26828,66.41,64.09,70.94,119.1,0,0.159,0.05,1,66.1
S26829,66.01,63.7,70.51,118.38,0,0.16,0.05,1,65.49
S26830,66.14,64.02,70.25,118.37,0,0.16,0.05,1,65.48
S26831,65.86,63.64,70.17,118.0,0,0.161,0.05,1,65.17
S26832,66.14,64.02,70.25,118.37,0,0.16,0.05,1,65.48
S26833,65.56,63.52,69.41,117.22,0,0.162,0.05,1,64.49
S26834,65.86,63.64,70.17,118.0,0,0.161,0.05,1,65.17
S26835,65.54,63.52,69.41,117.17,0,0.163,0.05,1,64.48
S26836,68.05,64.3,75.52,123.77,0,0.151,0.05,1,70.09
S26837,68.35,64.44,76.15,124.49,0,0.15,0.05,1,70.72
S26838,68.04,64.3,75.48,123.73,0,0.151,0.05,1,70.06
